id,ownership_condition,buyer_condition,control_condition,scenario_topic
480,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in excellent - original dust jacket condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
481,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in excellent - original dust jacket condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
482,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in excellent - original dust jacket condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
483,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in excellent - original dust jacket condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
484,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in good -minor wear condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
485,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in good -minor wear condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
486,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in good -minor wear condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
487,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in good -minor wear condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
488,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in fair- yellowed pages condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
489,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in fair- yellowed pages condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
490,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in fair- yellowed pages condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
491,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in fair- yellowed pages condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
492,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in worn - but readable condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
493,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in worn - but readable condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
494,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in worn - but readable condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
495,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your favorite teacher.  The book is in worn - but readable condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
496,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in excellent - original dust jacket condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
497,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in excellent - original dust jacket condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
498,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in excellent - original dust jacket condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
499,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in excellent - original dust jacket condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
500,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in good -minor wear condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
501,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in good -minor wear condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
502,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in good -minor wear condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
503,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in good -minor wear condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
504,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in fair- yellowed pages condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
505,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in fair- yellowed pages condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
506,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in fair- yellowed pages condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
507,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in fair- yellowed pages condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
508,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in worn - but readable condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
509,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in worn - but readable condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
510,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in worn - but readable condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
511,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by a close friend.  The book is in worn - but readable condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
512,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in excellent - original dust jacket condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
513,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in excellent - original dust jacket condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
514,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in excellent - original dust jacket condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
515,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in excellent - original dust jacket condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
516,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in good -minor wear condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
517,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in good -minor wear condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
518,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in good -minor wear condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
519,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in good -minor wear condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in good -minor wear condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in good -minor wear condition. What do you think is a reasonable price for this book?",Valuation Decision Making
520,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in fair- yellowed pages condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
521,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in fair- yellowed pages condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
522,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in fair- yellowed pages condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
523,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in fair- yellowed pages condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in fair- yellowed pages condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in fair- yellowed pages condition. What do you think is a reasonable price for this book?",Valuation Decision Making
524,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in worn - but readable condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
525,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in worn - but readable condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
526,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in worn - but readable condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
527,"You own a rare, first-edition copy of To Kill a Mockingbird, which was passed down to you by your parent.  The book is in worn - but readable condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of To Kill a Mockingbird from a collector.  The book is in worn - but readable condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of To Kill a Mockingbird is in worn - but readable condition. What do you think is a reasonable price for this book?",Valuation Decision Making
528,"You own a rare, first-edition copy of 1984, which was passed down to you by your late grandfather.  The book is in excellent - original dust jacket condition and has been in your collection for 10 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of 1984 from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of 1984 is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
529,"You own a rare, first-edition copy of 1984, which was passed down to you by your late grandfather.  The book is in excellent - original dust jacket condition and has been in your collection for 5 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of 1984 from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of 1984 is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
530,"You own a rare, first-edition copy of 1984, which was passed down to you by your late grandfather.  The book is in excellent - original dust jacket condition and has been in your collection for 20 years.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of 1984 from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of 1984 is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
531,"You own a rare, first-edition copy of 1984, which was passed down to you by your late grandfather.  The book is in excellent - original dust jacket condition and has been in your collection for 2 months.  It holds not only historical value but also personal significance, reminding you of a cherished family vacation.  A collector has approached you, offering to buy the book. How much would you demand for it? ","*""You’re considering purchasing a rare, first-edition copy of 1984 from a collector.  The book is in excellent - original dust jacket condition and is known for its literary significance. How much would you be willing to pay for it?*","A rare, first-edition copy of 1984 is in excellent - original dust jacket condition. What do you think is a reasonable price for this book?",Valuation Decision Making
